id	taxid
GeneID:11293446	1100890
GeneID:11293452	1100890
GeneID:11293673	37133
GeneID:11293803	883876
GeneID:11294095	944969
GeneID:11294128	944969
GeneID:11294280	944969
GeneID:11294283	944969
GeneID:11294415	1055684
GeneID:11294416	1055684
GeneID:11294418	1055684
GeneID:11294423	906669
GeneID:11294425	906669
GeneID:11294432	906669
GeneID:11294433	906669
GeneID:11294445	906669
GeneID:11294447	906669
GeneID:11294451	906669
GeneID:11294452	906669
GeneID:11294455	906669
GeneID:11294457	906669
GeneID:11294463	906669
GeneID:11294467	906669
GeneID:11294469	906669
GeneID:11294470	906669
GeneID:11294497	906669
GeneID:11294498	906669
GeneID:11294511	906668
GeneID:11294714	331278
GeneID:11294786	331278
GeneID:11294813	331278
GeneID:11294857	331278
GeneID:11294858	331278
GeneID:11294882	331278
GeneID:11294910	331278
GeneID:11294911	331278
GeneID:11294912	331278
GeneID:11294954	331278
GeneID:11294956	331278
GeneID:11294957	331278
GeneID:11294998	909297
GeneID:11295005	909297
GeneID:11295013	909297
GeneID:11295028	909297
GeneID:11295038	1105286
GeneID:11295039	1105286
GeneID:11295050	1105286
GeneID:11295053	1105286
GeneID:11295057	1105286
GeneID:11295058	1105286
GeneID:11295060	1105286
GeneID:11295063	1105286
GeneID:11295068	1105286
GeneID:11295069	1105286
GeneID:11295071	1105286
GeneID:11295073	1105286
GeneID:11295074	1105286
GeneID:11295077	1105286
GeneID:11295079	1105286
GeneID:11295080	1105286
GeneID:11295086	1105286
GeneID:11295088	1105286
GeneID:11295090	1105286
GeneID:11447590	1100814
GeneID:11447593	1100814
GeneID:11447595	1100814
GeneID:11447598	1100814
GeneID:11447621	1100814
GeneID:11447653	1100814
GeneID:11447656	1100814
GeneID:11447674	1100814
GeneID:11447680	1100814
GeneID:11447681	1100814
GeneID:11447688	1100814
GeneID:11447690	1100814
GeneID:11447726	1080799
GeneID:11459336	217615
GeneID:11459589	1109710
GeneID:11459600	1109710
GeneID:11459634	1109710
GeneID:11459642	1109710
GeneID:11459646	1109710
GeneID:11459664	319522
GeneID:11459683	319522
GeneID:11459684	319522
GeneID:11459713	319522
GeneID:11459717	319522
GeneID:11459731	319522
GeneID:11459900	50292
GeneID:11459901	50292
GeneID:11459919	50292
GeneID:11459992	50292
GeneID:11460041	50292
GeneID:11460042	50292
GeneID:11460053	50292
GeneID:11464084	50290
GeneID:11464098	50290
GeneID:11464099	50290
GeneID:11464106	50290
GeneID:11464119	50290
GeneID:11464120	50290
GeneID:11464123	50290
GeneID:11464137	50290
GeneID:11464146	50290
GeneID:11464161	50290
GeneID:11464167	50290
GeneID:11464173	50290
GeneID:11464184	50290
GeneID:11464215	50290
GeneID:11464217	50290
GeneID:11464218	50290
GeneID:11464225	50290
GeneID:11464235	50290
GeneID:11464244	1535247
GeneID:11464245	1535247
GeneID:11464247	1535247
GeneID:11464249	1535247
GeneID:11464273	1535247
GeneID:11464297	1535247
GeneID:11464322	1535247
GeneID:11464325	1535247
GeneID:11464329	1535247
GeneID:11464334	1535247
GeneID:11464374	1535247
GeneID:11467411	1123754
GeneID:11467757	1520004
GeneID:11467764	1520004
GeneID:11467773	1520004
GeneID:11467774	1520004
GeneID:11467777	1520004
GeneID:11467778	1520004
GeneID:11467795	889338
GeneID:11467809	1087108
GeneID:11467878	335797
GeneID:11467879	335797
GeneID:11467886	335797
GeneID:11467889	335797
GeneID:11467891	335797
GeneID:11467893	335797
GeneID:11467896	335797
GeneID:11467900	335797
GeneID:11467901	335797
GeneID:11467902	335797
GeneID:11467909	335797
GeneID:11467925	335797
GeneID:11468001	1714272
GeneID:11468002	1714272
GeneID:11468003	1714272
GeneID:11468011	1714272
GeneID:11468012	1714272
GeneID:11468022	1714272
GeneID:11468026	1714272
GeneID:11468030	1714272
GeneID:11468040	1027253
GeneID:11468043	1027253
GeneID:11468046	1027253
GeneID:11468047	1027253
GeneID:11468240	188763
GeneID:11468244	1074325
GeneID:11476665	167129
GeneID:11476679	47985
GeneID:11476684	47985
GeneID:11493289	487492
GeneID:11493379	1128119
GeneID:11499281	47985
GeneID:11536031	994601
GeneID:11536032	994601
GeneID:11536034	994601
GeneID:11536036	994601
GeneID:11536042	994601
GeneID:11536216	700512
GeneID:11536240	700512
GeneID:11536259	700512
GeneID:11536269	700512
GeneID:11536313	1109711
GeneID:11536444	1128424
GeneID:11536452	1128424
GeneID:11536454	1128424
GeneID:11536469	1128424
GeneID:11536486	1128424
GeneID:11536489	1128424
GeneID:11536490	1128424
GeneID:11536498	1128424
GeneID:11536501	1128424
GeneID:11536510	1128424
GeneID:11536524	1128424
GeneID:11536531	1128424
GeneID:11536539	1128424
GeneID:11536541	1128424
GeneID:11536573	1069378
GeneID:11536575	1069378
GeneID:11536582	1069378
GeneID:11536584	1069378
GeneID:11536586	1069378
GeneID:11536588	1069378
GeneID:11536593	1069378
GeneID:11536595	1069378
GeneID:11536602	1010614
GeneID:11536604	1010614
GeneID:11536627	764595
GeneID:11536801	764595
GeneID:11536864	764595
GeneID:11536914	1110702
GeneID:11536946	1110702
GeneID:11537016	1110702
GeneID:11537167	1077152
GeneID:11537376	1124849
GeneID:11537377	1124849
GeneID:11537393	1124849
GeneID:11537394	1124849
GeneID:11537439	1124849
GeneID:11537531	1124849
GeneID:11537575	1046573
GeneID:11537586	666144
GeneID:11537840	1077152
GeneID:11537880	1109711
GeneID:11537881	1109711
GeneID:11537883	1109711
GeneID:11537885	1109711
GeneID:11537888	1109711
GeneID:11537890	1109711
GeneID:11537891	1109711
GeneID:11537896	1109711
GeneID:11537899	1109711
GeneID:11537903	1109711
GeneID:11537907	1109711
GeneID:11537908	1109711
GeneID:11537914	1109711
GeneID:11537915	1109711
GeneID:11537916	1109711
GeneID:11537917	1109711
GeneID:11537920	1109711
GeneID:11537932	1109711
GeneID:11537934	1109711
GeneID:11537937	1109717
GeneID:11538016	444875
GeneID:11538077	445693
GeneID:11538110	445693
GeneID:11538124	445693
GeneID:11538125	445693
GeneID:11538128	445693
GeneID:11538129	445693
GeneID:11538135	445692
GeneID:11538138	445692
GeneID:11538142	445692
GeneID:11538156	445692
GeneID:11541172	1109716
GeneID:11541176	1109716
GeneID:11541178	1109716
GeneID:11541180	1109716
GeneID:11541181	1109716
GeneID:11541188	1109716
GeneID:11541191	1109716
GeneID:11541217	1109716
GeneID:11541219	1109716
GeneID:11541226	1109716
GeneID:11541229	1109716
GeneID:11541240	1109717
GeneID:11541247	1109717
GeneID:11541250	1109717
GeneID:11541251	1109717
GeneID:11541252	1109717
GeneID:11541254	1109717
GeneID:11541260	1109713
GeneID:11541264	1109713
GeneID:11541268	1109713
GeneID:11541269	1109713
GeneID:11541273	1109713
GeneID:11541274	1109713
GeneID:11541276	1109713
GeneID:11541281	1109713
GeneID:11541284	1109713
GeneID:11541289	1109713
GeneID:11541296	1109713
GeneID:11541297	1109713
GeneID:11541307	1109713
GeneID:11541309	1109713
GeneID:11541318	1109713
GeneID:11541322	1109713
GeneID:11541326	1109713
GeneID:11541331	1109713
GeneID:11541332	1109713
GeneID:11541334	1109713
GeneID:11541361	1109715
GeneID:11541371	1109715
GeneID:11541407	1109715
GeneID:11541412	1109714
GeneID:11541416	1109714
GeneID:11541417	1109714
GeneID:11541424	1109714
GeneID:11541432	1109714
GeneID:11541433	1109714
GeneID:11541434	1109714
GeneID:11541435	1109714
GeneID:11541437	1109714
GeneID:11541438	1109714
GeneID:11541440	1109714
GeneID:11541444	1109714
GeneID:11541445	1109714
GeneID:11541446	1109714
GeneID:11541448	1109714
GeneID:11541449	1109714
GeneID:11541454	1109714
GeneID:11541456	1109714
GeneID:11541459	1109714
GeneID:11541460	1109714
GeneID:11541464	1109714
GeneID:11541465	1109714
GeneID:11541467	1109714
GeneID:11541469	1109714
GeneID:11541477	1109712
GeneID:11541481	1109712
GeneID:11541483	1109712
GeneID:11541486	1109712
GeneID:11541487	1109712
GeneID:11541491	1109712
GeneID:11541492	1109712
GeneID:11541493	1109712
GeneID:11541500	1109712
GeneID:11541508	1109712
GeneID:11541510	1109712
GeneID:11541520	1109712
GeneID:11541521	1109712
GeneID:11541522	1109712
GeneID:11541523	1109712
GeneID:11541524	1109712
GeneID:11541525	1109712
GeneID:11541527	1109712
GeneID:11541528	1109712
GeneID:11541529	1109712
GeneID:11541537	1109712
GeneID:11541538	1109712
GeneID:11541539	1109712
GeneID:11541540	1109712
GeneID:11541541	1109712
GeneID:11541542	1109712
GeneID:11541547	1109712
GeneID:11541548	1109712
GeneID:11541552	1109712
GeneID:11604940	1000373
GeneID:11604953	1125653
GeneID:11604954	1125653
GeneID:11604955	1125653
GeneID:11604958	1125653
GeneID:11604960	1125653
GeneID:11604976	1125653
GeneID:11604984	1125653
GeneID:11604985	1125653
GeneID:11604990	1125653
GeneID:11604992	1125653
GeneID:11605004	1129145
GeneID:11605005	1129145
GeneID:11605007	1129145
GeneID:11605008	1129145
GeneID:11605009	1129145
GeneID:11605010	1129145
GeneID:11605011	1129145
GeneID:11605015	1129145
GeneID:11605016	1129145
GeneID:11605017	1129145
GeneID:11605018	1129145
GeneID:11605019	1129145
GeneID:11605029	1129145
GeneID:11605031	1129145
GeneID:11605032	1129145
GeneID:11605033	1129145
GeneID:11605035	1129145
GeneID:11605038	1129145
GeneID:1257596	173824
GeneID:1257708	198538
GeneID:1257733	198538
GeneID:1257768	198539
GeneID:1257778	198539
GeneID:1257780	198539
GeneID:1257806	198540
GeneID:1257811	198540
GeneID:1257812	198540
GeneID:1257813	198540
GeneID:1257814	198540
GeneID:1257815	198540
GeneID:1257816	198540
GeneID:1257818	198540
GeneID:1257822	198540
GeneID:1257823	198540
GeneID:1257824	198540
GeneID:1257825	198540
GeneID:1257826	198540
GeneID:1257830	198540
GeneID:1257831	198540
GeneID:1257832	198540
GeneID:1257833	198540
GeneID:1257843	198540
GeneID:1257846	198540
GeneID:1257848	198540
GeneID:1257850	198540
GeneID:1257852	198540
GeneID:1257854	198540
GeneID:1257855	198540
GeneID:1257856	198540
GeneID:1257878	198541
GeneID:1257930	198542
GeneID:1257946	198542
GeneID:1257983	198543
GeneID:1258255	169683
GeneID:1258284	169683
GeneID:1258296	169683
GeneID:1258316	169683
GeneID:1258833	197783
GeneID:1258844	197783
GeneID:1258849	197783
GeneID:1258863	225588
GeneID:1258865	225588
GeneID:1258871	225588
GeneID:1258882	225588
GeneID:1258883	225588
GeneID:1258885	225588
GeneID:1258887	225588
GeneID:1258893	225588
GeneID:1258910	225588
GeneID:1258943	204090
GeneID:1258946	204090
GeneID:1258947	204090
GeneID:1258961	205868
GeneID:1258985	205868
GeneID:1259049	205868
GeneID:1259065	205868
GeneID:1259216	205870
GeneID:1259245	205870
GeneID:1259247	205870
GeneID:1259303	205872
GeneID:1259304	205872
GeneID:1259305	205872
GeneID:1259306	205872
GeneID:1259307	205872
GeneID:1259308	205872
GeneID:1259310	205872
GeneID:1259311	205872
GeneID:1259312	205872
GeneID:1259313	205872
GeneID:1259314	205872
GeneID:1259317	205872
GeneID:1259318	205872
GeneID:1259320	205872
GeneID:1259321	205872
GeneID:1259322	205872
GeneID:1259324	205872
GeneID:1259326	205872
GeneID:1259327	205872
